ID,Name,Duration,AS,AF,FloorID
70,Frame Walls & Ceilings @ 44th Floor,5,,,44
80,Install Plumbing Frames & Crotons @ 44th Floor,5,,,44
90,Pull Wire @ 44th Floor,15,,,44
100,Firestopping & Inspections @ 44th Floor,5,,,44
110,Sheetrock & Tape Walls & Celings @ 44th Floor,15,,,44
120,Prime Paint @ 44th Floor,4,,,44
130,Install Mechanical Finishes @ 44th Floor,2,,,44
140,Install Sprinkler Heads @ 44th Floor,4,,,44
150,Install Plumbing Finishes @ 44th Floor,1,,,44
160,Install Electrical Finishes @ 44th Floor,4,,,44
170,Install Lighting @ 44th Floor,4,,,44
180,"Install Vanity, Sink & Shower Enclosure @ 44th Floor",6,,,44
190,Tile Bathroom Floors & Walls @ 44th Floor,12,,,44
200,Install Kitchen Cabinets @ 44th Floor,8,,,44
210,Install Kitchen Counters  @ 44th Floor,5,,,44
220,Install Kitchen Sink @ 44th Floor,3,,,44
230,Install Flooring & Carpet @ 44th Floor,6,,,44
240,Install Kitchen Appliances @ 44th Floor,5,,,44
250,Install Architectural Finishes & Trim  @ 44th Floor,10,,,44
260,Install Doors @ 44th Floor,5,,,44
270,Install Corridor Carpet @ 44th Floor,3,,,44
280,Perform Plumbing & Sprinkler Finish Inspection @ 44th Floor,1,,,44
290,Final Paint Coat on Walls & Trim @ 44th Floor,4,,,44
300,Punchlist  @ 44th Floor,5,,,44
