ID,Name,Duration,AS,AF,FloorID
100,Firestopping & Inspections @ 8th Floor,5,15-Sep-15,16-Sep-15,8
3,Form & Pour Concrete Floor @ 8th Floor,15,18-Mar-14,15-May-14,8
17,Frame & Core Board Risers/Stairs/Elevators @ 8th Floor,10,7-Jul-14,14-Sep-15,8
70,Frame Walls & Ceilings @ 8th Floor,10,14-Nov-14,27-Nov-15,8
253,Install & Protect Wood Flooring @ 8th Floor,5,30-Nov-15,4-Dec-15,8
250,Install Architectural Finishes & Trim  @ 8th Floor,10,18-Jan-16,14-Mar-16,8
263,Install Barn Door @ 8th Floor,6,,,8
194,Install Bathroom Fixtures & Accessories @ 8th Floor,5,10-Nov-15,12-Nov-15,8
205,Install Clerestory Windows @ 8th Floor,5,3-Dec-15,9-Dec-15,8
270,Install Corridor Carpet @ 8th Floor,5,7-Mar-16,11-Mar-16,8
260,Install Doors @ 8th Floor,5,,,8
160,Install Electrical Finishes @ 8th Floor,5,29-Dec-15,31-Dec-15,8
173,Install FA Devices @ 8th Floor,5,29-Dec-15,31-Dec-15,8
267,Install FF&E @ 8th Floor,15,11-Jan-16,22-Jan-16,8
170,Install Lighting @ 8th Floor,4,29-Dec-15,20-Jan-16,8
257,Install Millwork @ 8th Floor,15,29-Oct-15,22-Dec-15,8
150,Install Plumbing Finishes @ 8th Floor,1,22-Sep-15,23-Sep-15,8
140,Install Sprinkler Heads @ 8th Floor,4,15-Sep-15,31-Dec-15,8
8,Install Support Steel in Wall Openings @ 8th Floor,20,2-Sep-14,23-Sep-14,8
180,"Install Vanity, Sink & Shower Enclosure @ 8th Floor",6,7-Oct-15,8-Dec-15,8
10,Layout & Top Track @ 8th Floor,5,28-Oct-13,3-Jul-14,8
280,Perform Plumbing & Sprinkler Finish Inspection @ 8th Floor,1,31-Dec-15,31-Dec-15,8
120,Prime Paint @ 8th Floor,5,17-Sep-15,3-Nov-15,8
300,Punchlist  @ 8th Floor,5,,,8
20,Rough Duct Work @ 8th Floor,10,17-Feb-15,26-Jun-15,8
60,Rough Electrical/FA/BMS @ 8th Floor,10,19-Mar-15,14-Sep-15,8
30,Rough Mechanical Piping @ 8th Floor,10,24-Feb-15,26-Jun-15,8
40,Rough Plumbing @ 8th Floor,10,9-Mar-15,26-Jun-15,8
